Word,Definition,Topic,Difficulty,Synonym,Antonym
Designate,To choose someone or something for a specific purpose or role.,antonyms,MEDIUM,Select,Dismiss
Slay,To violently end the life of someone or something.,general-vocabulary,EASY,Slaughter,Protect
Slay,To violently end the life of someone or something.,synonyms,EASY,Slaughter,Protect
Slay,To violently end the life of someone or something.,antonyms,EASY,Slaughter,Protect
Apparel,Clothes or garments worn by people.,general-vocabulary,MEDIUM,Clothing,N/A
Apparel,Clothes or garments worn by people.,synonyms,MEDIUM,Clothing,N/A
Apparel,Clothes or garments worn by people.,antonyms,MEDIUM,Clothing,N/A
Orbit,"To move around something, such as a planet or star, in a path.",general-vocabulary,EASY,Circle,N/A
Orbit,"To move around something, such as a planet or star, in a path.",synonyms,EASY,Circle,N/A
Orbit,"To move around something, such as a planet or star, in a path.",antonyms,EASY,Circle,N/A
Append,To add or include something at the end of another thing.,general-vocabulary,MEDIUM,Attach,Detach
Append,To add or include something at the end of another thing.,synonyms,MEDIUM,Attach,Detach
Append,To add or include something at the end of another thing.,antonyms,MEDIUM,Attach,Detach
Lumber,Wood prepared for building or carpentry.,general-vocabulary,EASY,Timber,N/A
Lumber,Wood prepared for building or carpentry.,synonyms,EASY,Timber,N/A
Lumber,Wood prepared for building or carpentry.,antonyms,EASY,Timber,N/A
Insecure,Lacking confidence or stability.,general-vocabulary,EASY,Unsteady,Confident
Insecure,Lacking confidence or stability.,synonyms,EASY,Unsteady,Confident
Insecure,Lacking confidence or stability.,antonyms,EASY,Unsteady,Confident
Caretaker,"A person who looks after a place, person, or animal.",general-vocabulary,EASY,Steward,N/A
Caretaker,"A person who looks after a place, person, or animal.",synonyms,EASY,Steward,N/A
Caretaker,"A person who looks after a place, person, or animal.",antonyms,EASY,Steward,N/A
Scope,"The extent or area of activity, influence, or understanding.",general-vocabulary,MEDIUM,Opportunity,Limitation
Scope,"The extent or area of activity, influence, or understanding.",synonyms,MEDIUM,Opportunity,Limitation
Scope,"The extent or area of activity, influence, or understanding.",antonyms,MEDIUM,Opportunity,Limitation
Perfunctory,Done quickly without showing much interest or effort.,general-vocabulary,HARD,Careless,Thorough
Perfunctory,Done quickly without showing much interest or effort.,synonyms,HARD,Careless,Thorough
Perfunctory,Done quickly without showing much interest or effort.,antonyms,HARD,Careless,Thorough
Devoted,"Very loyal and loving, or giving a lot of time and effort to something.",general-vocabulary,EASY,Committed,Unfaithful
Devoted,"Very loyal and loving, or giving a lot of time and effort to something.",synonyms,EASY,Committed,Unfaithful
Devoted,"Very loyal and loving, or giving a lot of time and effort to something.",antonyms,EASY,Committed,Unfaithful
Fun,"Providing enjoyment, amusement, or pleasure.",general-vocabulary,EASY,Enjoyable,Boring
Fun,"Providing enjoyment, amusement, or pleasure.",synonyms,EASY,Enjoyable,Boring
Fun,"Providing enjoyment, amusement, or pleasure.",antonyms,EASY,Enjoyable,Boring
Exciting,"Making you feel eager, enthusiastic, or full of energy.",general-vocabulary,EASY,Thrilling,Dull
Exciting,"Making you feel eager, enthusiastic, or full of energy.",synonyms,EASY,Thrilling,Dull
Exciting,"Making you feel eager, enthusiastic, or full of energy.",antonyms,EASY,Thrilling,Dull
Elements,The different parts or features that make up something.,general-vocabulary,EASY,Components,Whole
Elements,The different parts or features that make up something.,synonyms,EASY,Components,Whole
Elements,The different parts or features that make up something.,antonyms,EASY,Components,Whole
Aspects,Particular parts or sides of something.,general-vocabulary,MEDIUM,Features,N/A
Aspects,Particular parts or sides of something.,synonyms,MEDIUM,Features,N/A
Aspects,Particular parts or sides of something.,antonyms,MEDIUM,Features,N/A
Warranty,A written promise to repair or replace something if it breaks within a certain time.,general-vocabulary,MEDIUM,Guarantee,N/A
Warranty,A written promise to repair or replace something if it breaks within a certain time.,synonyms,MEDIUM,Guarantee,N/A
Warranty,A written promise to repair or replace something if it breaks within a certain time.,antonyms,MEDIUM,Guarantee,N/A
Guarantee,A firm promise that something will happen or be done.,general-vocabulary,MEDIUM,Promise,N/A
Guarantee,A firm promise that something will happen or be done.,synonyms,MEDIUM,Promise,N/A
Guarantee,A firm promise that something will happen or be done.,antonyms,MEDIUM,Promise,N/A
Frequently,Happening many times or at short intervals.,general-vocabulary,EASY,Often,Rarely
Frequently,Happening many times or at short intervals.,synonyms,EASY,Often,Rarely
Frequently,Happening many times or at short intervals.,antonyms,EASY,Often,Rarely
Usually,In most cases; most of the time.,general-vocabulary,EASY,Normally,Unusually
Usually,In most cases; most of the time.,synonyms,EASY,Normally,Unusually
Usually,In most cases; most of the time.,antonyms,EASY,Normally,Unusually
Accord,An official or formal agreement between people or groups.,general-vocabulary,MEDIUM,Agreement,Discord
Accord,An official or formal agreement between people or groups.,synonyms,MEDIUM,Agreement,Discord
Accord,An official or formal agreement between people or groups.,antonyms,MEDIUM,Agreement,Discord
Agree,To have the same opinion or to say yes to something.,general-vocabulary,EASY,Concur,Disagree
Agree,To have the same opinion or to say yes to something.,synonyms,EASY,Concur,Disagree
Agree,To have the same opinion or to say yes to something.,antonyms,EASY,Concur,Disagree
Delighted,Very pleased and happy.,general-vocabulary,EASY,Thrilled,Sorrowful
Delighted,Very pleased and happy.,synonyms,EASY,Thrilled,Sorrowful
Delighted,Very pleased and happy.,antonyms,EASY,Thrilled,Sorrowful
Thrilled,Very excited and pleased.,general-vocabulary,EASY,Excited,Disappointed
Thrilled,Very excited and pleased.,synonyms,EASY,Excited,Disappointed
Thrilled,Very excited and pleased.,antonyms,EASY,Excited,Disappointed
Existing,Already in place or happening now; not new.,general-vocabulary,EASY,Current,Nonexistent
Existing,Already in place or happening now; not new.,synonyms,EASY,Current,Nonexistent
Existing,Already in place or happening now; not new.,antonyms,EASY,Current,Nonexistent
Subterranean,Located or happening under the ground.,general-vocabulary,HARD,Underground,Surface
Subterranean,Located or happening under the ground.,synonyms,HARD,Underground,Surface
Subterranean,Located or happening under the ground.,antonyms,HARD,Underground,Surface
Location,A particular place or position.,general-vocabulary,EASY,Place,N/A
Location,A particular place or position.,synonyms,EASY,Place,N/A
Location,A particular place or position.,antonyms,EASY,Place,N/A
Venue,The place where an event happens.,general-vocabulary,MEDIUM,Site,N/A
Venue,The place where an event happens.,synonyms,MEDIUM,Site,N/A
Venue,The place where an event happens.,antonyms,MEDIUM,Site,N/A
Vile,Extremely unpleasant or morally bad.,general-vocabulary,MEDIUM,Disgusting,Pleasant
Vile,Extremely unpleasant or morally bad.,synonyms,MEDIUM,Disgusting,Pleasant
Vile,Extremely unpleasant or morally bad.,antonyms,MEDIUM,Disgusting,Pleasant
Repulsive,Causing strong dislike or disgust.,general-vocabulary,MEDIUM,Revolting,Attractive
Repulsive,Causing strong dislike or disgust.,synonyms,MEDIUM,Revolting,Attractive
Repulsive,Causing strong dislike or disgust.,antonyms,MEDIUM,Revolting,Attractive
Committed,"Loyal and determined to support a person, plan, or cause.",general-vocabulary,EASY,Dedicated,Uncommitted
Committed,"Loyal and determined to support a person, plan, or cause.",synonyms,EASY,Dedicated,Uncommitted
Committed,"Loyal and determined to support a person, plan, or cause.",antonyms,EASY,Dedicated,Uncommitted
Disintegrate,To break into small parts or fall apart completely.,general-vocabulary,MEDIUM,Crumble,Assemble
Disintegrate,To break into small parts or fall apart completely.,synonyms,MEDIUM,Crumble,Assemble
Disintegrate,To break into small parts or fall apart completely.,antonyms,MEDIUM,Crumble,Assemble
Crumble,To break or fall apart into small pieces.,general-vocabulary,EASY,Disintegrate,Build
Crumble,To break or fall apart into small pieces.,synonyms,EASY,Disintegrate,Build
Crumble,To break or fall apart into small pieces.,antonyms,EASY,Disintegrate,Build
Stigma,A strong feeling of shame or disapproval linked to something.,general-vocabulary,HARD,Disgrace,Honor
Stigma,A strong feeling of shame or disapproval linked to something.,synonyms,HARD,Disgrace,Honor
Stigma,A strong feeling of shame or disapproval linked to something.,antonyms,HARD,Disgrace,Honor
Infamy,Being well known for something bad or shocking.,general-vocabulary,HARD,Notoriety,Fame
Infamy,Being well known for something bad or shocking.,synonyms,HARD,Notoriety,Fame
Infamy,Being well known for something bad or shocking.,antonyms,HARD,Notoriety,Fame
Particle,A very small piece of something.,general-vocabulary,MEDIUM,Speck,Whole
Particle,A very small piece of something.,synonyms,MEDIUM,Speck,Whole
Particle,A very small piece of something.,antonyms,MEDIUM,Speck,Whole
Speck,A tiny mark or small piece of something.,general-vocabulary,EASY,Spot,N/A
Speck,A tiny mark or small piece of something.,synonyms,EASY,Spot,N/A
Speck,A tiny mark or small piece of something.,antonyms,EASY,Spot,N/A
Coax,To gently persuade someone to do something.,general-vocabulary,MEDIUM,Persuade,Force
Coax,To gently persuade someone to do something.,synonyms,MEDIUM,Persuade,Force
Coax,To gently persuade someone to do something.,antonyms,MEDIUM,Persuade,Force
Persuade,To cause someone to do or believe something by reasoning or asking.,general-vocabulary,MEDIUM,Convince,Dissuade
Persuade,To cause someone to do or believe something by reasoning or asking.,synonyms,MEDIUM,Convince,Dissuade
Persuade,To cause someone to do or believe something by reasoning or asking.,antonyms,MEDIUM,Convince,Dissuade
Betrayal,The act of being disloyal or breaking someone's trust.,general-vocabulary,MEDIUM,Treachery,Loyalty
Betrayal,The act of being disloyal or breaking someone's trust.,synonyms,MEDIUM,Treachery,Loyalty
Betrayal,The act of being disloyal or breaking someone's trust.,antonyms,MEDIUM,Treachery,Loyalty
Disloyalty,A lack of loyalty; not being faithful or supportive.,general-vocabulary,EASY,Unfaithfulness,Loyalty
Disloyalty,A lack of loyalty; not being faithful or supportive.,synonyms,EASY,Unfaithfulness,Loyalty
Disloyalty,A lack of loyalty; not being faithful or supportive.,antonyms,EASY,Unfaithfulness,Loyalty
Develop,To grow or change into a more advanced form.,general-vocabulary,EASY,Evolve,Regress
Develop,To grow or change into a more advanced form.,synonyms,EASY,Evolve,Regress
Develop,To grow or change into a more advanced form.,antonyms,EASY,Evolve,Regress
Expand,To become larger or to make something larger.,general-vocabulary,EASY,Enlarge,Shrink
Expand,To become larger or to make something larger.,synonyms,EASY,Enlarge,Shrink
Expand,To become larger or to make something larger.,antonyms,EASY,Enlarge,Shrink
Concerning,About something; relating to a particular topic.,general-vocabulary,MEDIUM,Regarding,N/A
Concerning,About something; relating to a particular topic.,synonyms,MEDIUM,Regarding,N/A
Concerning,About something; relating to a particular topic.,antonyms,MEDIUM,Regarding,N/A
About,On the subject of; relating to.,general-vocabulary,EASY,Regarding,N/A
About,On the subject of; relating to.,synonyms,EASY,Regarding,N/A
About,On the subject of; relating to.,antonyms,EASY,Regarding,N/A
Similar,Nearly the same; having a lot in common.,general-vocabulary,EASY,Comparable,Different
Similar,Nearly the same; having a lot in common.,synonyms,EASY,Comparable,Different
Similar,Nearly the same; having a lot in common.,antonyms,EASY,Comparable,Different
Likewise,In the same way; also.,general-vocabulary,MEDIUM,Similarly,Otherwise
Likewise,In the same way; also.,synonyms,MEDIUM,Similarly,Otherwise
Likewise,In the same way; also.,antonyms,MEDIUM,Similarly,Otherwise
Regret,A feeling of sadness or disappointment about something that happened.,general-vocabulary,EASY,Remorse,Satisfaction
Regret,A feeling of sadness or disappointment about something that happened.,synonyms,EASY,Remorse,Satisfaction
Regret,A feeling of sadness or disappointment about something that happened.,antonyms,EASY,Remorse,Satisfaction
Deplore,To feel strong disapproval of something or be very sorry about it.,general-vocabulary,HARD,Condemn,Applaud
Deplore,To feel strong disapproval of something or be very sorry about it.,synonyms,HARD,Condemn,Applaud
Deplore,To feel strong disapproval of something or be very sorry about it.,antonyms,HARD,Condemn,Applaud
Horrendous,"Extremely bad, unpleasant, or frightening.",general-vocabulary,MEDIUM,Terrible,Wonderful
Horrendous,"Extremely bad, unpleasant, or frightening.",synonyms,MEDIUM,Terrible,Wonderful
Horrendous,"Extremely bad, unpleasant, or frightening.",antonyms,MEDIUM,Terrible,Wonderful
Appalling,Causing shock or strong disapproval because it is very bad.,general-vocabulary,MEDIUM,Shocking,Delightful
Appalling,Causing shock or strong disapproval because it is very bad.,synonyms,MEDIUM,Shocking,Delightful
Appalling,Causing shock or strong disapproval because it is very bad.,antonyms,MEDIUM,Shocking,Delightful
Wantonly,"In a careless or cruel way, without thinking of the consequences.",general-vocabulary,HARD,Recklessly,Cautiously
Wantonly,"In a careless or cruel way, without thinking of the consequences.",synonyms,HARD,Recklessly,Cautiously
Wantonly,"In a careless or cruel way, without thinking of the consequences.",antonyms,HARD,Recklessly,Cautiously
Randomly,Without a plan or pattern; by chance.,general-vocabulary,EASY,Haphazardly,Systematically
Randomly,Without a plan or pattern; by chance.,synonyms,EASY,Haphazardly,Systematically
Randomly,Without a plan or pattern; by chance.,antonyms,EASY,Haphazardly,Systematically
Impulse,A sudden strong wish to do something without thinking.,general-vocabulary,MEDIUM,Urge,Deliberation
Impulse,A sudden strong wish to do something without thinking.,synonyms,MEDIUM,Urge,Deliberation
Impulse,A sudden strong wish to do something without thinking.,antonyms,MEDIUM,Urge,Deliberation
hang arond,To stay near a place and not leave quickly.,general-vocabulary,EASY,Linger,Leave
hang arond,To stay near a place and not leave quickly.,synonyms,EASY,Linger,Leave
hang arond,To stay near a place and not leave quickly.,antonyms,EASY,Linger,Leave
Thrive,To grow or develop well; to do very well.,general-vocabulary,MEDIUM,Flourish,Fail
Thrive,To grow or develop well; to do very well.,synonyms,MEDIUM,Flourish,Fail
Thrive,To grow or develop well; to do very well.,antonyms,MEDIUM,Flourish,Fail
Boom,To increase or become successful very quickly.,general-vocabulary,EASY,Prosper,Decline
Boom,To increase or become successful very quickly.,synonyms,EASY,Prosper,Decline
Boom,To increase or become successful very quickly.,antonyms,EASY,Prosper,Decline
